"numero","titre","chapitre","section","contenu"
"709","DES INFRACTIONS CONTRE L'ETAT","De l'occupation frauduleuse des immeubles","","Quiconque, au cours d'une réunion ou manifestation publique, volontairement occasionne des destructions ou dégradations de biens meubles ou immeubles, privés ou publics, est puni d'une peine d'emprisonnement de deux (02) mois à un (Ol) an ou d'une amende de cent mille (100.000) à dix millions (10.000.000) de francs CFA."
"710","DES INFRACTIONS CONTRE L'ETAT","De l'occupation frauduleuse des immeubles","De l'occupation frauduleuse des terrains","Constitue une occupation frauduleuse le fait pour toute personne d'occuper sans droit, quelle qu'en soit la manière, un immeuble dont autrui ou l'Etat pouvait disposer en vertu d'un titre foncier, ou d'une décision administrative oujudiciaire."
"711","DES INFRACTIONS CONTRE L'ETAT","De l'occupation frauduleuse des immeubles","De l'occupation frauduleuse des terrains","Toute personne qui occupe, enédifiant des baraques, des paillotes, des cabanes ou autres constructions légères ou cultive frauduleusement, un terrain d'autrui, est punie d'une peine d'emprisonnement de six (06) mois à deux (02) ans et d'une amende de cent mille (100.000) à deux millions (2.000.000) de francs CFA. Lajuridiction saisie ordonne l'expulsion de l'occupant ainsi que la destruction des plantations et des constructions qui y ont été édifiées."
"712","DES INFRACTIONS CONTRE L'ETAT","De l'occupation frauduleuse des immeubles","De l'occupation frauduleuse des terrains","Toute personne qui entreprend sciemment des travaux de constructions lourdes sur un terrain d'autrui, est punie d'une peine d'emprisonnement d'un (01) à trois (03) an(s) et d'une amende de cent mille (100.000) à trois millions (3.000.000) francs CFA ou de l'une de ces deux peines. La juridiction saisie peut ordonner, si elle l'estime nécessaire, la démolition des œuvres illégalement entreprises."
"713","DES INFRACTIONS CONTRE L'ETAT","De l'occupation frauduleuse des immeubles","De l'occupation frauduleuse des terrains","Toute personne qui fait immatriculer frauduleusement en son nom ou au nom d'une autre personne un immeuble appartenant à autrui ou en contestation judiciaire, est punie d'une peine d'emprisonnement d'un (01) à trois (03) an(s) et d'une amende de cent mille (100.000) à trois millions (3.000.000) de francs CFA ou de l'une de ces deux peines."
"714","DES INFRACTIONS CONTRE L'ETAT","De l'occupation frauduleuse des immeubles","De l'occupation frauduleuse des bâtiments","Toute personne qui sciemment, occupe sans droit un terrain faisant partie du domaine foncier national ou immatriculé au nom de l'Etat ou d'une collectivité publique ou qui conclut ou tente de conclure une convention ayant pour objet ce terrain, est punie d'une peine d'emprisonnement d'un (01) à trois (03) an(s)et d'une amende de cent mille (100.000) à trois millions (3.000.000) de francs CFA."
"715","DES INFRACTIONS CONTRE L'ETAT","De l'occupation frauduleuse des immeubles","De l'occupation frauduleuse des bâtiments","Toute personne qui occupe sans droit un logement, un local professionnel, un bâtiment public ou affecté à l'usage du public, malgré une mise en demeure du maitre des lieux, est punie d'une peine d'emprisonnement d'un (01) à six (06) mois et d'une amende de cent mille (100.000) à cinq cent mille (500.000) francs CFA."
"717","DES INFRACI'LONS RELATIVES AU TERRORISME","Des infractions relatives à la sécurité de l'aviation civile, de la navigation","Du détournement","Les infractions visées par la présente section sont: 1) le détournement; 2) les infractions contre la sécurité de l'aviation civile; 3) les infractions contre la sécurité des aéroports; 4) les infractions contre la sécurité d'un navire ou d'une plate-forme fixe ou port."
"718","DES INFRACI'LONS RELATIVES AU TERRORISME","Des infractions relatives à la sécurité de l'aviation civile, de la navigation","Du détournement","Toute personne qui, par violence, menace de violence ou toute autre forme d'intimidation, s'empare d'un aéronef en vol, d'un navire ou d'une plate-forme fixe ou en exerce le contrôle, commet un détournement et est punie d'une peine de dix (l0) à vingt (20) ans de réclusion criminelle et d'une amende de cinq millions (5.000.000) à dix millions (10.000.000) de francs CFA. S'il est résulté des faits visés à l'alinéa précédent, la mort d'une ou de plusieurs personnes, le maximum de la réclusion à temps peut être requise."
"719","DES INFRACI'LONS RELATIVES AU TERRORISME","Des infractions relatives à la sécurité de l'aviation civile, de la navigation","Des infractions contre la sécurité de l'aviation civile ou des aéronefs","Aux fins d'application du présent paragraphe: 1) l'expression «aéronef en vol» couvre la période qui s'étend depuis le moment où l'embarquement étant terminé, toutes les portes extérieures ont été. fermées jusqu'au moment où l'une de ces portes est ouverte en vue du débarquement; en cas d'atterrissage forcé, le vol est censé se poursuivre jusqu'à ce que l'autorité compétente prenne en charge l'aéronef ainsi que les personnes et les biens à bord; 2) le terme «navire» désigne un bâtiment de mer de quelque type que ce soit qui n'est pas attaché en permanence au fond de la mer et englobe les engins à portance dynamique, les engins submersibles et tous les autres engins flottants ; 3) l'expression «plate-forme fixe» désigne une île artificielle, une installation ou un ouvrage attaché en permanence au fond de la mer aux fins de l'exploration ou de l'exploitation de ressources ou d'autres fins économiques."
"720","DES INFRACI'LONS RELATIVES AU TERRORISME","Des infractions relatives à la sécurité de l'aviation civile, de la navigation","Des infractions contre la sécurité de l'aviation civile ou des aéronefs","Commet des infractions contre la sécurité de l'aviation civile et est punie d'une peine de dix (l0) à vingt (20) ans de réclusion criminelle et d'une amende de dix millions (10.000.000) à trente millions (30.000.000) de francs CFA si l'un des actes ci-après commis compromet ou est de nature à compromettre la sécurité d'un aéronef, toute personne qui : 1) accomplit un acte de violence à l'encontre d'une personne se trouvant à bord d'un aéronef en vol, si cet acte est de nature à compromettre la sécurité de l'aéronef; 2) détruit un aéronef en service ou cause à un tel aéronef des dommages qui le rendent inapte au vol ou qui sont de nature à compromettre sa sécurité en vol; 3) place ou fait placer sur un aéronef en service, par quelque moyen que ce soit, un dispositif ou des substances propres à détruire ledit aéronef ou à lui causer des dommages qui le rendent inapte au vol ou qui sont de nature à compromettre sa sécurité en vol; 4) détruit ou endommage des installations, des équipements ou services de navigation aérienne ou en perturbe le fonctionnement, si l'un de ces actes compromet ou est de nature à compromettre la sécurité d'un aéronef en vol; 5) communique une information qu'elle sait être fausse et, de ce fait, compromet la sécurité d'un aéronef en vol. L'expression «aéronef en service», au sens du présent article, couvre la période qui s'étend depuis le moment où le personnel au sol ou l'équipage commence à le préparer en vue d'un vol déterminé jusqu'à l'expiration d'un délai de vingt-quatre heures suivant tout atterrissage. La période s'étend en tout état de cause à la totalité du temps pendant lequel l'aéronef se trouve en vol au sens de l'article 719 point 1. S'il est résulté des faits visés au présent article, la mort d'une ou de plusieurs personnes, le maximum de la réclusion à temps peut être requise."
"721","DES INFRACI'LONS RELATIVES AU TERRORISME","Des infractions relatives à la sécurité de l'aviation civile, de la navigation","Des infractions contre la sécurité de l'aviation civile ou des aéronefs","Toute personne qui menace de commettre l'une quelconque des infractions prévues aux points 2, 3 et 4 de l'article précédent visant à contraindre une personne physique ou morale à accomplir ou à s'abstenir d'accomplir un acte quelconque est punie d'une peine de cinq (05) à dix (10) ans de réclusion criminelle."
"722","DES INFRACI'LONS RELATIVES AU TERRORISME","Des infractions relatives à la sécurité de l'aviation civile, de la navigation","Des infractions contre la sécurité de l'aviation civile ou des aéronefs","Commet des infractions contre la sécurité des aéroports et est punie d'une peine de dix (10) à vingt (20) ans de réclusion criminelle si l'un des actes commis compromet ou est de nature à compromettre la sécurité de cet aéroport, toute personne qui, à l'aide d'un dispositif, d'une substance ou d'une arme: 1) accomplit à l'encontre d'une personne, dans un aéroport servant à l'aviation civile internationale, un acte de violence qui cause ou est de nature à causer des blessures graves ou la mort; 2) détruit ou endommage gravement les installations ou interrompt les services d'un aéroport servant à l'aviation civile."
"723","DES INFRACI'LONS RELATIVES AU TERRORISME","Des infractions relatives à la sécurité de l'aviation civile, de la navigation","Des infractions contre la sécurité de l'aviation civile ou des aéronefs","Toute personne qui menace de commettre l'une quelconque des infractions prévues à l' article précédent afin de contraindre une personne physique ou morale à accomplir ou à s'abstenir d'accomplir un acte quelconque est punie d'une peine de cinq (05) à dix (10) ans de réclusion criminelle. Paragraphe 3 : Des infractions contre la sécurité d'un navire ou d'une plate-forme flxe"
"724","DES INFRACI'LONS RELATIVES AU TERRORISME","Des infractions relatives à la sécurité de l'aviation civile, de la navigation","Des infractions contre la sécurité de l'aviation civile ou des aéronefs","Commet des infractions contre la sécurité d'un navire ou d'une plate-forme fixe et est punie d'une peine de cinq (05) à vingt (20) ans de réclusion criminelle si l'un des actes ci-après .commis compromet ou est de nature à compromettre la sécurité du navire ou de la plate-forme fixe, toute personne qui : 1) accomplit un acte de violence à l'encontre d'une personne se trouvant à bord d'un navire ou d'une plate-forme fixe; 2) détruit ou cause à un navire, à sa cargaison ou à une plate-forme fixe de graves dommages; 3) place ou fait placer sur un navire ou une plate-forme fixe, par quelque moyen que ce soit, un dispositif ou une substance propre à détruire le navire ou la plate-forme fixe ou à causer au navire, à sa cargaison ou à la plate-forme fixe des dommages; 4) détruit ou endommage gravement des installations ou services de navigation maritime ou en perturbe gravement le fonctionnement; 5) communique une information qu'elle sait être fausse."
"725","DES INFRACI'LONS RELATIVES AU TERRORISME","De la prise d'otages et des infractions contre les personnes jouissant d'une","","Toute personne qui menace de commettre l'une quelconque des infractions prévues aux points 1,2 et 4, de l'article précédent afin de contraindre une personne physique ou morale à accomplir ou à s'abstenir d'accomplir un acte quelconque est punie d'une peine de cinq (05) à dix (10) ans de réclusion criminelle. protection internationale"
"726","DES INFRACI'LONS RELATIVES AU TERRORISME","De la prise d'otages et des infractions contre les personnes jouissant d'une","","Commet l'infraction de prise d'otages et est punie d'une peine de dix (10) à vingt (20) ans de réclusion criminelle, toute personne qui s'empare d'une personne ou la détient et menace de la tuer, de la blesser ou de continuer à la détenir afin de contraindre une tierce personne, à savoir l'Etat, une organisation intergouvernementale, une personne physique ou morale ou un groupe de personnes à accomplir un acte quelconque ou à s'en abstenir en tant que condition explicite ou implicite de la libération de l'otage. La peine est portée au maximum de la réclusion criminelle à temps en cas de décès de l'otage."
"727","DES INFRACI'LONS RELATIVES AU TERRORISME","Des attentats terroristes à l'explosif et du terrorisme nucléaire","","Est punie d'une peine du maximum de la réclusion à temps toute personne qui commet contre les personnes jouissant d'une protection internationale: 1) un meurtre, un enlèvement ou une autre attaque contre la personne ou la liberté d'une personne jouissant d'une protection internationale; 2) une attaque de nature à mettre cette personne en danger en recourant à la violence contre les locaux officiels, le logement privé ou les moyens de transport d'une personne jouissant d'une protection internationale. Toute personne qui menace de commettre une telle attaque est punie de dix (10) à vingt (20) ans de réclusion criminelle. 1 , 11 L'expression «personne jouissant d'une protection internationale» s'entend au sens du présent , article: a) de tout chef d'Etat, y compris chaque membre d'un organe collégial remplissant en vertu de la constitution de l'Etat considéré les fonctions de chef d'Etat, de tout chef de 1 gouvernement ou de tout ministre des affaires étrangères, lorsqu'une telle personne se trouve dans un Etat étranger, ainsi que des membres de sa famille qui l'accompagnent; b) de tout représentant, fonctionnaire ou personnalité officielle de l'Etat ou autre agent d'une organisation intergouvernementale qui, à la date et au lieu où une infraction est commise contre sa personne, ses locaux officiels, son domicile privé ou ses moyens de transport, a droit conformément au droit international à une protection spéciale contre toute atteinte à sa personne, sa liberté ou sa dignité, ainsi que des membres de sa famille qui font partie de son ménage. . Section 1: Les attentats terroristes à l'explosif"
"728","DES INFRACI'LONS RELATIVES AU TERRORISME","Des attentats terroristes à l'explosif et du terrorisme nucléaire","","Constituent des attentats terroristes à l'explosif des infractions commises à l'explosif ou par d'autres engins meurtriers."
"729","DES INFRACI'LONS RELATIVES AU TERRORISME","Des attentats terroristes à l'explosif et du terrorisme nucléaire","","Est punie du maximum de Ia réclusion à temps toute personne qui, dans l'intention de provoquer la mort ou des dommages corporels graves ou dans l'intention de causer des destructions massives si ces destructions entraînent ou risquent d'entraîner des pertes économiques considérables, livre, pose, fait poser ou détourner dans ou contre un lieu public, une installation gouvernementale ou une autre installation publique, un système de transport public ou une infrastructure: 1) une anne ou un engin explosif ou incendiaire conçu pour ou ayant la capacité de provoquer la mort, des dommages corporels graves ou d'importants dégâts matériels; 2) une anne ou un engin conçu pour provoquer la mort, des dommages corporels graves ou d'importants dégâts matériels, ou qui en a la capacité, par l'émission, la dissémination ou l'impact des produits chimiques toxiques, d'agents biologiques, toxines ou substances analogues ou de matières radioactives."
"730","DES INFRACI'LONS RELATIVES AU TERRORISME","Des attentats terroristes à l'explosif et du terrorisme nucléaire","Du terrorisme nucléaire","Au sens du présent paragraphe: 1) l'expression «installation gouvernementale ou publique» s'entend de tout équipement ou de tout moyen de transport de caractère permanent ou temporaire qui est utilisé ou équipé par les représentants de l'Etat, des membres du Gouvernement, du Parlement ou de la Magistrature, ou des agents ou personnels de l'Etat ou de toute autre autorité ou entité publique, ou par des agents ou personnels d'une organisation intergouvernementale, dans le cadre de leurs fonctions officielles; 2) le terme «infrastructure» s'entend de tout équipement public ou privé fournissant des services d'utilité publique, tels l'adduction d'eau, l'évacuation des eaux usées, l'énergie, le combustible ou les communications; 3) l'expression «lieu public» s'entend des parties de tout bâtiment, terrain, voie publique, cours d'eau et autre endroit qui sont accessibles au public, de façon continue, périodique ou occasionnelle et comprend tout lieu à usage commercial, culturel, historique, éducatif, religieux, officiel, ludique, récréatif ou autre qui est ainsi accessible ou ouvert au public; 4) l'expression «système de transport public» s'entend de tous les équipements, véhicules et moyens, publics ou privés, qui sont utilisés dans le cadre de services de transport de personnes ou de marchandises accessibles au public."
"731","DES INFRACI'LONS RELATIVES AU TERRORISME","Des attentats terroristes à l'explosif et du terrorisme nucléaire","Du terrorisme nucléaire","Le terrorisme nucléaire comprend: 1) les infractions impliquant les matières nucléaires; 2) les infractions impliquant un navire ou une plate-forme fixe; 3) les infractions impliquant des matières ou engins radioactifs."
"732","DES INFRACI'LONS RELATIVES AU TERRORISME","Des attentats terroristes à l'explosif et du terrorisme nucléaire","Du terrorisme nucléaire","Commet des infractions impliquant des matières nucléaires et est punie du . maximum de la réclusion à temps toute personne qui accomplit l'un des actes suivants : 1) le recel, la détention, l'utilisation, le transfert, l'altération, la cession ou la dispersion des matières nucléaires, sans l'autorisation requise et entraînant ou pouvant entraîner la mort ou des blessures graves à autrui ou des dommages substantiels aux biens ou à l'environnement; 2) le vol simple ou le vol qualifié de matières nucléaires; 3) le détournement ou toute autre appropriation indue de matière nucléaire; 4) l'acte dirigé contre une installation nucléaire, ou un acte perturbant le fonctionnement d'une installation nucléaire, par lequel l'auteur provoque intentionnellement ou sait qu'il peut provoquer la mort ou des blessures graves à autrui ou des dommages substantiels aux biens ou à l'environnement par suite de l'exposition à des rayonnements ou de relâchement de substances radioactives, à moins que cet acte ne soit entrepris en conformité avec le droit de l'Etat togolais sur le territoire duquel l'installation nucléaire est située; 5) le fait d'exiger des matières nucléaires par la menace, le recours à la force ou toute autre forme d'intimidation; 6) la menace d'utiliser des matières nucléaires dans le but de causer la mort ou des blessures graves à autrui ou des dommages substantiels aux biens ou à l'environnement ou de commettre l'infraction visée au point 5 ; ou de commettre des infractions visées aux points 2 et 5 dans le but de contraindre une personne physique ou morale, une organisation internationale ou l'Etat à faire ou à s'abstenir de faire un acte. Au sens du présent article : a) l'expression «installation nucléaire» désigne une installation, y compris les bâtiments et équipements associés, dans laquelle des matières nucléaires sont produites, traitées, utilisées, manipulées, entreposées ou stockées définitivement, si un dommage causé à une telle installation ou un acte qui perturbe son fonctionnement peut entraîner le relâchement de quantités significatives de rayonnements ou de matières radioactives; b) l'expression «matières nucléaires» s'entend du plutonium à l'exception du plutonium dont la concentration isotonique en plutonium 238 dépasse 80% de l'uranium 233, de l'uranium enrichi en uranium 235 ou 233, de l'uranium contenant le mélange d'isotopes qui se trouve dans la nature autrement que sous forme de minerais, et de toute matière contenant un ou plusieurs éléments ou isotopes ci-dessus mentionnés."
"733","DES INFRACI'LONS RELATIVES AU TERRORISME","Des attentats terroristes à l'explosif et du terrorisme nucléaire","Du terrorisme nucléaire","Commet des infractions impliquant un navire ou une plate-forme fixe et est punie du maximum de la réclusion à temps toute personne qui, lorsque l'un des actes ci-après commis, par sa nature ou son contexte, vise à intimider une population ou à contraindre un gouvernement ou une organisation internationale à accomplir ou à s'abstenir d'accomplir un acte quelconque : 1) utilise contre ou à bord d'un navire ou d'une plate-forme fixe, des explosifs, des matières radioactives ou des armes biologiques chimiques ou nucléaires (BCN), d'une manière qui provoque ou risque de provoquer la mort ou des dommages corporels ou matériels graves; 2) déverse à partir du navire ou d'une plate-forme fixe, des hydrocarbures, du gaz naturel liquéfié, ou d'autres substances nocives ou particulièrement dangereuses, qui ne sont pas visées au point 1 en quantités ou concentrations qui provoquent ou risquent de provoquer des dommages corporels ou matériels graves; 3) utilise un navire qui provoque la mort ou des dommages corporels ou matériels graves; 4) menace de commettre l'une quelconque des infractions visées aux points 1 et 2 ou 3 ci-dessus, ladite menace étant assortie ou non d'une condition."
"734","DES INFRACI'LONS RELATIVES AU TERRORISME","Des attentats terroristes à l'explosif et du terrorisme nucléaire","Du terrorisme nucléaire","La même peine prévue à l'article précédent est applicable à toute personne qui transporte à bord d'un navire : 1) des explosifs ou des matières radioactives, en sachant que ceux-ci sont destinés à provoquer ou à menacer de provoquer la mort, les dommages corporels ou matériels graves, ladite menace étant assortie ou non d'une condition afin d'intimider une population ou de contraindre un gouvernement ou une organisation internationale à accomplir ou à s'abstenir d'accomplir un .acte quelconque; 2) toute arme BCN, en sachant qu'il s'agit d'une arme BCN; 3) des matières brutes ou produits fissibles spéciaux, équipements ou matières spécialement conçus ou préparés pour le traitement, l'utilisation ou la production de produits fissibles spéciaux, ou sachant que ces matières ou équipements sont destinés à une activité explosive nucléaire ou soumise à des garanties en vertu d'un accord de garanties généralisées de l'Agence internationale del'énergie atomique (AlEA); 4) des équipements, matières ou logiciels ou des technologies connexes qui contribuent de façon significative à la conception, la fabrication ou au lancement d'une arme BCN, en ayant l'intention de les utiliser à cette fin. Toute personne qui transporte à bord d'un navire une autre personne en sachant que cette . personne a commis un acte qui constitue une infraction visée par le présent article et en ayant l'intention d'aider cette même personneà échapper à des poursuites pénales, est punie d'une peine de cinq (05) à vingt (20) ans de réclusion criminelle."
"735","DES INFRACI'LONS RELATIVES AU TERRORISME","Des attentats terroristes à l'explosif et du terrorisme nucléaire","Du terrorisme nucléaire","Aux fins d'application des articles 733 et 734 : 1) le terme «transporten signifie engager, organiser le mouvement d'une personne ou d'un produit ou exercer un contrôle effectif, y compris un pouvoir décisionnel sur ce mouvement; 2) l'expression« dommages corporels ou matériels graves» s'entend: a) des dommages corporels graves; b) des destructions massives d'un lieu public, d'une installation gouvernementale ou publique, d'une infrastructure ou d'un système de transport public entraînant des pertes économiques considérables; c) des dommages substantiels à l'environnement, notamment l'air, le sol, les eaux, la faune et la flore. 3) l'expression« armes BCN» s'entend: a) des armes biologiques qui sont: des agents microbiologiques ou autres agents biologiques ainsi que des toxines quels qu'en soient l'origine ou le mode de production, de.types et en quantités qui ne sont pas destinés à des fins prophylactiques, de protection ou d'autres fins; des armes, de l'équipement ou des vecteurs destinés à l'emploi de tels agents ou toxines à des fins hostiles ou dans des conflits armés; b) des armes chimiques qui, prises ensemble ou séparément sont: des produits chimiques toxiques et leurs précurseurs, à l'exception de ceux qui sont destinés: à des fins industrielles, agricoles, de recherche, des fins médicales, pharmaceutiques ou d'autres fins pacifiques; à des fins de protection à savoir, les fins ayant un rapport direct avec la protection contre les produits chimiques toxiques et la protection contre les armes chimiques et qui ne sont pas tributaires de l'emploi, en tant que moyen de guerre, des produits chimiques; à des fins de maintien de l'ordre public, y compris la lutte antiémeute sur le plan intérieur aussi longtemps que les types et quantités en jeu sont compatibles avec de telles fins; des munitions et dispositifs spécifiques conçus pour provoquer la mort ou d'autres dommages par l'action toxique des produits chimiques toxiques qui seraient libérés du fait de l'emploi de ces munitions et dispositifs; tout matériel, spécifiquement conçu pour être utilisé en liaison directe avec l'emploi des munitions et dispositifs tels que définis précédemment; c) des armes nucléaires et autres dispositifs explosifs nucléaires; 2) l'expression «produit chimique toxique» s'entend de tout produit chimique qui, par son action chimique sur des processus biologiques, peut provoquer chez les êtres humains et les animaux, la mort, une incapacité temporaire ou des dommages permanents. Cela comprend tous les produits chimiques de ce type quels qu'en soient l'origine ou le mode de fabrication, qu'ils soient obtenus dans des munitions ou ailleurs; 3) le terme «précurseur» s'entend de tout réactif chimique qui entre à un stade quelconque de la fabrication d'un produit chimique toxique, quel que soit le procédé utilisé; cela comprend tout composant clé d'un système chimique binaire .ou à composantes multiples."
"736","DES INFRACI'LONS RELATIVES AU TERRORISME","Des attentats terroristes à l'explosif et du terrorisme nucléaire","Du terrorisme nucléaire","Commet des infractions impliquant des matières et engins radioactifs et est punie du maximum de la réclusion criminelle à temps, toute personne qui : 1) détient des matières radioactives, fabrique ou détient un engin dans l'intention d'entraîner la mort d'une personne ou de lui causer des dommages graves; ou dans l'intention de causer des dégâts substantiels aux biens ou à l'environnement; 2) emploie de quelque manière que ce soit des matières ou engins radioactifs, ou utilise ou endommage une installation nucléaire de façon à libérer ou risquer de libérer des matières radioactives : a) dans l'intention d'entraîner la mort d'une personne ou de lui causer des dommages corporels graves; b) dans l'intention de causer des dommages substantiels à des biens ou à l'environnement; c) dans l'intention de contraindre une personne physique ou morale, une organisation internationale ou un gouvernement à accomplir un acte ou s'en abstenir."
"737","DES INFRACI'LONS RELATIVES AU TERRORISME","Des attentats terroristes à l'explosif et du terrorisme nucléaire","Du terrorisme nucléaire","La peine prévue à l'article précédent est applicable à toute personne qui : 1) menace, dans des circonstances qui rendent crédible la menace, de commettre une infraction visée au point 2 de l'article précédent; 2) exige la remise de matières ou engins radioactifs ou d'installations nucléaires en recourant à la menace, dans des circonstances la rendant crédibles, ou à l'emploi de la force."
"738","DES INFRACI'LONS RELATIVES AU TERRORISME","Du flnancement du terrorisme et des actes d'appui, de recrutement, de","Du fmancement du terrorisme","Aux fins d'application des articles 736 et 737 : 1) l'expression «matière radioactive» s'entend de toute matière nucléaire ou autre substance radioactive contenant des nucléides qui se désintègrent spontanément, telles que les rayonnements alpha, bêta, gamma et neutrons, et qui pourraient, du fait de leurs propriétés radiologiques ou fissiles, causer la mort, des dommages substantiels aux biens ou à l'environnement; 2) l'expression «installation nucléaire» s'entend: a) de tout réacteur nucléaire, y compris un réacteur embarqué à bord d'un navire, d'un véhicule, d'un aéronef ou d'un engin spatial comme source d'énergie servant à propulser ledit navire, véhicule, aéronef ou engin spatial, ou à toute autre fin; b) de tout dispositif ou engin de transport aux fins de produire, stocker ou transporter des matières radioactives; 3) le terme «engin» s'entend: a) de tout dispositif explosif nucléaire; b) de tout engin à dispersion des matières radioactives ou tout autre engin émettant des rayonnements qui, du fait de ses propriétés radiologiques, cause la mort, des dommages corporels graves ou des dommages substantiels aux biens ou à l'environnement. fourniture d'armes et d'incitation au terrorisme"
"739","DES INFRACI'LONS RELATIVES AU TERRORISME","Du flnancement du terrorisme et des actes d'appui, de recrutement, de","Du fmancement du terrorisme","Est punie d'une peine de dix (10) à vingt (20) ans de réclusion criminelle toute personne qui, par quelque moyen que ce soit, directement ou indirectement en donnant des conseils à cette fin, foumit, réunit ou gère des fonds dans l'intention de les voir utilisés ou en sachant qu'ils pourraient être utilisés, en tout ou en partie, en vue de commettre : 1) un acte constituant une infraction prévue par le présent chapitre; 2) tout autre acte destiné à tuer ou blesser grièvement un civil, ou toute autre personne qui ne participe pas directement aux hostilités dans une situation de conflit armé, lorsque par sa nature et son contexte, cet acte vise à intimider une population ou à contraindre un gouvernement ou une organisation internationale à accomplir ou à s'abstenir d'accomplir un acte quelconque, indépendamment de la survenance de tels actes."
"740","DES INFRACI'LONS RELATIVES AU TERRORISME","Du flnancement du terrorisme et des actes d'appui, de recrutement, de","Du fmancement du terrorisme","Pour qu'un acte constitue une infraction, il n'est pas nécessaire que les fonds aient été effectivement utilisés pour commettre une infraction prévue à l'article précédent. Cette disposition est également applicable aux personnes physiques qui ont commis des infractions de financement du terrorisme sans préjudice de la responsabilité pénale qui leur incombe."
"741","DES INFRACI'LONS RELATIVES AU TERRORISME","Du flnancement du terrorisme et des actes d'appui, de recrutement, de","Du fmancement du terrorisme","Lorsque la personne morale responsable de la direction ou du contrôle d'une personne morale constituée sur le territoire de l'Etat togolais ou régie par sa législation, en cette qualité, a commis une infraction de financement du terrorisme, cette personne morale est punie de peines prévues à l'article 751."
"742","DES INFRACI'LONS RELATIVES AU TERRORISME","Du flnancement du terrorisme et des actes d'appui, de recrutement, de","Des actes d'appui, de recrutement, de fourniture d'armes et d'incitation au","Au sens du présent paragraphe le terme «fonds» s'entend des biens de toute nature, corporels ou incorporels, mobiliers ou immobiliers, acquis par quelque moyen que ce soit, .y compris sous forme électronique ou magnétique, qui attestent un droit de propriété ou un intérêt sur ces biens, et notamment les crédits financiers, les chèques de voyage, les chèques bancaires, les mandats, les actions, les obligations, les traites, les lettres de crédit et les titres, sans que cette énumération soit limitative. terrorisme"
"743","DES INFRACI'LONS RELATIVES AU TERRORISME","Du flnancement du terrorisme et des actes d'appui, de recrutement, de","Des actes d'appui, de recrutement, de fourniture d'armes et d'incitation au","Pour qu'un acte constitue une infraction prévue par le présent paragraphe, il n'est pas nécessaire qu'une infraction visée aux articles 116 à 138 ait été effectivement commise."
"744","DES INFRACI'LONS RELATIVES AU TERRORISME","Du flnancement du terrorisme et des actes d'appui, de recrutement, de","Des actes d'appui, de recrutement, de fourniture d'armes et d'incitation au","Toute personne qui participe à l'organisation, la préparation ou la perpétration de l'une ou de plusieurs infractions prévues au présent chapitre, ou qui y apporte quelque forme d'appui que ce soit, actif ou passif, daIls l'intention ou en sachant que le but d'une telle participation ou d'un tel appui contribue à permettre la commission de l'une ou plusieurs infractions visées par le présent chapitre est punie d'une peine de dix (10) à vingt (20) ans de réclusion criminelle."
"745","DES INFRACI'LONS RELATIVES AU TERRORISME","Du flnancement du terrorisme et des actes d'appui, de recrutement, de","Des actes d'appui, de recrutement, de fourniture d'armes et d'incitation au","Toute personne qui recrute une autre personne pour commettre ou participer à la commission de l'une des infractions prévues au présent chapitre, ou lui demande de commettre ou de participer à la commission de l'une de ces infractions, ou de joindre une association ou un groupe, dans l'intention ou en sachant que le but de ce recrutement ou de cette demande est de participer à la commission de l'une ou plusieurs infractions visées au présent chapitre, est punie des mêmes peines que celles prévues à l'article précédent."
"746","DES INFRACI'LONS RELATIVES AU TERRORISME","Du flnancement du terrorisme et des actes d'appui, de recrutement, de","Des actes d'appui, de recrutement, de fourniture d'armes et d'incitation au","Toute personne qui fournit des armes et qui savait ou ait dû savoir qu'elles pouvaient être destinées aux membres d'une organisation terroriste est punie d'une peine de dix (l0) à vingt (20) ans de réclusion criminelle et de la confiscation générale des biens."
"747","DES INFRACI'LONS RELATIVES AU TERRORISME","De l'organisation et de la contribution à la commission d'actes de","De l'organisation et de la contribution à la commission d'actes de terrorisme","Toute personne qui distribue ou met à la disposition du public un message, dans l'intention ou en sachant que ce message peut inciter à la commissionde l'une ou de plusieurs infractions prévues au présent chapitre, lorsqu'un tel acte exprime le danger que l'une ou plusieurs infractions puissent être commises, est punie d'une peine de dix (10) à vingt (20) ans de réclusion criminelle ou de la déchéance civique. terrorisme et de la responsabilité des personnes morales"
"748","DES INFRACI'LONS RELATIVES AU TERRORISME","De l'organisation et de la contribution à la commission d'actes de","De l'organisation et de la contribution à la commission d'actes de terrorisme","Toute personne qui organise la commission d'une infraction visée aux articles 557 et 558 ou aux articles 568 et 569 ou donne l'ordre à d'autres personnes de les commettre est punie de la peine prévue auxdits articles."
"749","DES INFRACI'LONS RELATIVES AU TERRORISME","De l'organisation et de la contribution à la commission d'actes de","De l'organisation et de la contribution à la commission d'actes de terrorisme","Toute personne qui contribue à la commission de l'une ou de plusieurs infractions prévues aux articles 557 et 558 ou aux articles 568 et 569 par un groupe de personnes agissant de concert, s'il le fait délibérément, soit pour faciliter l'activité criminelle générale du groupe ou servir les buts de celui-ci, soit en connaissant l'intention du groupe de commettre une telle infraction est punie d'une peine de dix (10) à vingt (20) ans de réclusion criminelle."
